SET t /0*17/;
SET m /1*3/;
PARAMETER m_cores(m)
	/	1	4
		2	4
		3	2 /;
PARAMETER t_arrival(t)
	/	1	5.0
		2	23.0
		3	30.0
		4	61.0
		5	108.0
		6	140.0
		7	145.0
		8	168.0
		9	181.0
		10	189.0
		11	192.0
		12	215.0
		13	219.0
		14	228.0
		15	243.0
		16	246.0 /;
PARAMETER t_cores(t)
	/	1	1
		2	1
		3	1
		4	1
		5	1
		6	4
		7	1
		8	1
		9	1
		10	1
		11	2
		12	1
		13	2
		14	1
		15	1
		16	1 /;
PARAMETER t_priorities(t)
	/	1	4
		2	3
		3	3
		4	3
		5	3
		6	3
		7	2
		8	3
		9	4
		10	3
		11	3
		12	3
		13	3
		14	3
		15	4
		16	2 /;
PARAMETER etc(t,m)
	/	1	.1	41601.4701
		1	.2	37302.7423
		1	.3	30611.1410
		2	.1	39471.2860
		2	.2	35392.6726
		2	.3	29043.7116
		3	.1	2565.7879
		3	.2	2300.6621
		3	.3	1887.9548
		4	.1	7424.4406
		4	.2	6657.2646
		4	.3	5463.0425
		5	.1	24958.5734
		5	.2	22379.5753
		5	.3	18364.9859
		6	.1	14643.2498
		6	.2	13130.1459
		6	.3	10774.7775
		7	.1	5301.8385
		7	.2	4753.9934
		7	.3	3901.1921
		8	.1	14662.5968
		8	.2	13147.4938
		8	.3	10789.0134
		9	.1	7633.7517
		9	.2	6844.9473
		9	.3	5617.0575
		10	.1	12199.2475
		10	.2	10938.6852
		10	.3	8976.4348
		11	.1	13021.7576
		11	.2	11676.2044
		11	.3	9581.6532
		12	.1	14387.1594
		12	.2	12900.5176
		12	.3	10586.3414
		13	.1	27258.4684
		13	.2	24441.8195
		13	.3	20057.2917
		14	.1	6279.0731
		14	.2	5630.2493
		14	.3	4620.2596
		15	.1	13284.7211
		15	.2	11911.9956
		15	.3	9775.1467
		16	.1	3156.1100
		16	.2	2829.9855
		16	.3	2322.3248 /;
PARAMETER m_eidle(m)
	/	1	58.0
		2	36.6
		3	93.0 /;
PARAMETER eec(t,m)
	/	1	.1	496097.5310
		1	.2	460688.8677
		1	.3	719361.8141
		2	.1	470695.0852
		2	.2	437099.5062
		2	.3	682527.2234
		3	.1	30597.0208
		3	.2	28413.1768
		3	.3	44366.9380
		4	.1	88536.4543
		4	.2	82217.2181
		4	.3	128381.4984
		5	.1	297630.9884
		5	.2	276387.7554
		5	.3	431577.1685
		6	.1	698483.0153
		6	.2	648629.2096
		6	.3	1012829.0863
		7	.1	63224.4235
		7	.2	58711.8183
		7	.3	91678.0132
		8	.1	174851.4664
		8	.2	162371.5480
		8	.3	253541.8143
		9	.1	91032.4888
		9	.2	84535.0996
		9	.3	132000.8511
		10	.1	145476.0265
		10	.2	135092.7624
		10	.3	210946.2188
		11	.1	310568.9189
		11	.2	288402.2488
		11	.3	450337.6996
		12	.1	171566.8756
		12	.2	159321.3929
		12	.3	248779.0226
		13	.1	650114.4714
		13	.2	603712.9415
		13	.3	942692.7092
		14	.1	74877.9468
		14	.2	69533.5783
		14	.3	108576.1010
		15	.1	158420.2994
		15	.2	147113.1457
		15	.3	229715.9467
		16	.1	37636.6112
		16	.2	34950.3207
		16	.3	54574.6334 /;
